genome_id,genome_name,cluster,cluster_size
1280.24856,Staphylococcus aureus strain 12483_8_26,hc10:18414,1
1280.24857,Staphylococcus aureus strain 12625_1_30,hc10:18415,1
1280.24858,Staphylococcus aureus strain 12625_1_32,hc10:18416,1
1280.24859,Staphylococcus aureus strain 12589_1_6,hc10:18417,2
1280.24860,Staphylococcus aureus strain 12625_1_33,hc10:18418,1
1280.24861,Staphylococcus aureus strain 12625_1_34,hc10:18419,1
1280.24862,Staphylococcus aureus strain 12625_1_35,hc10:18420,1
1280.24863,Staphylococcus aureus strain 12625_1_37,hc10:18421,3
1280.24864,Staphylococcus aureus strain 12625_1_38,hc10:18422,1
1280.24865,Staphylococcus aureus strain 12625_1_36,hc10:18423,2
1280.24866,Staphylococcus aureus strain 12625_1_45,hc10:18424,1
1280.24868,Staphylococcus aureus strain 12625_1_42,hc10:18426,1
1280.24869,Staphylococcus aureus strain 12625_1_43,hc10:18427,1
1280.24870,Staphylococcus aureus strain 12625_1_47,hc10:17864,1
1280.24872,Staphylococcus aureus strain 12625_1_49,hc10:17866,1
1280.24873,Staphylococcus aureus strain 12625_1_53,hc10:17867,1
1280.24874,Staphylococcus aureus strain 12625_1_54,hc10:17833,2
1280.24875,Staphylococcus aureus strain 12625_1_50,hc10:17869,1
1280.24876,Staphylococcus aureus strain 12625_1_51,hc10:17870,1
1280.24877,Staphylococcus aureus strain 12625_1_55,hc10:17871,1
1280.24878,Staphylococcus aureus strain 12625_1_52,hc10:17872,1
1280.24879,Staphylococcus aureus strain 12625_1_56,hc10:17873,1
1280.24880,Staphylococcus aureus strain 12625_1_57,hc10:17874,1
1280.24881,Staphylococcus aureus strain 12625_1_60,hc10:17875,1
1280.24882,Staphylococcus aureus strain 12625_1_61,hc10:17876,1
1280.24883,Staphylococcus aureus strain 12625_1_62,hc10:18428,1
1280.24884,Staphylococcus aureus strain 12625_1_64,hc10:18429,1
1280.24885,Staphylococcus aureus strain 12625_1_63,hc10:18430,1
1280.24886,Staphylococcus aureus strain 12625_1_65,hc10:18431,1
1280.24887,Staphylococcus aureus strain 12589_1_7,hc10:18432,1
1280.24888,Staphylococcus aureus strain 12625_1_66,hc10:18433,1
1280.24889,Staphylococcus aureus strain 12625_1_69,hc10:18434,1
1280.24891,Staphylococcus aureus strain 12625_1_71,hc10:18436,1
1280.24892,Staphylococcus aureus strain 12625_1_70,hc10:18437,1
1280.24893,Staphylococcus aureus strain 12625_1_72,hc10:18438,1
1280.24894,Staphylococcus aureus strain 12625_1_59,hc10:18439,1
1280.24895,Staphylococcus aureus strain 12625_1_73,hc10:18440,1
1280.24896,Staphylococcus aureus strain 12625_1_75,hc10:18441,1
1280.24897,Staphylococcus aureus strain 12625_1_74,hc10:18442,2
1280.24898,Staphylococcus aureus strain 12625_1_76,hc10:18443,1
1280.24899,Staphylococcus aureus strain 12625_1_78,hc10:18444,1
1280.24900,Staphylococcus aureus strain 12625_1_79,hc10:18399,2
1280.24901,Staphylococcus aureus strain 12625_1_80,hc10:18446,1
1280.24902,Staphylococcus aureus strain 12625_1_81,hc10:18447,2
1280.24903,Staphylococcus aureus strain 12625_1_82,hc10:18435,2
1280.24904,Staphylococcus aureus strain 12625_1_83,hc10:18449,1
1280.24905,Staphylococcus aureus strain 12625_1_84,hc10:18450,2
1280.24907,Staphylococcus aureus strain 12625_1_89,hc10:18452,1
1280.24909,Staphylococcus aureus strain 12625_1_86,hc10:18454,1
1280.24910,Staphylococcus aureus strain 12625_1_90,hc10:18455,1
1280.24911,Staphylococcus aureus strain 12625_1_91,hc10:18456,1
1280.24912,Staphylococcus aureus strain 12625_1_93,hc10:18457,1
1280.24913,Staphylococcus aureus strain 12625_1_92,hc10:18458,1
1280.24914,Staphylococcus aureus strain 12625_1_95,hc10:18459,1
1280.24915,Staphylococcus aureus strain 12593_1_1,hc10:18460,1
1280.24916,Staphylococcus aureus strain 12593_1_2,hc10:18461,1
1280.24917,Staphylococcus aureus strain 12593_1_4,hc10:18462,1
1280.24919,Staphylococcus aureus strain 12593_1_6,hc10:18464,1
1280.24920,Staphylococcus aureus strain 12593_1_5,hc10:18465,1
1280.24921,Staphylococcus aureus strain 12593_1_7,hc10:18466,1
1280.24922,Staphylococcus aureus strain 12593_1_9,hc10:18467,3
1280.24924,Staphylococcus aureus strain 12593_1_11,hc10:18469,1
1280.24925,Staphylococcus aureus strain 12593_1_13,hc10:18470,1
1280.24926,Staphylococcus aureus strain 12593_1_65,hc10:18471,1
1280.24927,Staphylococcus aureus strain 12593_1_15,hc10:18472,1
1280.24928,Staphylococcus aureus strain 12593_1_16,hc10:18473,1
1280.24930,Staphylococcus aureus strain 12593_1_20,hc10:18475,1
1280.24931,Staphylococcus aureus strain 12593_1_17,hc10:18476,1
1280.24932,Staphylococcus aureus strain 12593_1_18,hc10:18477,1
1280.24934,Staphylococcus aureus strain 12593_1_24,hc10:18479,1
1280.24936,Staphylococcus aureus strain 12593_1_21,hc10:18481,1
1280.24938,Staphylococcus aureus strain 12593_1_27,hc10:18483,1
1280.24939,Staphylococcus aureus strain 12593_1_26,hc10:18484,1
1280.24940,Staphylococcus aureus strain 12593_1_28,hc10:18485,1
1280.24941,Staphylococcus aureus strain 12593_1_29,hc10:18486,1
1280.24942,Staphylococcus aureus strain 12589_1_8,hc10:18487,1
1280.24943,Staphylococcus aureus strain 12593_1_30,hc10:18488,1
1280.24945,Staphylococcus aureus strain 12593_1_68,hc10:18490,1
1280.24946,Staphylococcus aureus strain 12589_1_9,hc10:18491,1
1280.24947,Staphylococcus aureus strain 12589_1_10,hc10:18492,1
1280.24948,Staphylococcus aureus strain 12589_1_11,hc10:18468,2
1280.24949,Staphylococcus aureus strain 12589_1_12,hc10:18494,1
1280.24950,Staphylococcus aureus strain 12593_1_31,hc10:18495,1
1280.24951,Staphylococcus aureus strain 12589_1_13,hc10:18496,1
1280.24952,Staphylococcus aureus strain 12593_1_32,hc10:18497,1
1280.24953,Staphylococcus aureus strain 12593_1_33,hc10:18498,1
1280.24955,Staphylococcus aureus strain 12593_1_72,hc10:17877,1
1280.24956,Staphylococcus aureus strain 12593_1_73,hc10:17878,1
1280.24957,Staphylococcus aureus strain 12589_1_19,hc10:17879,2
1280.24958,Staphylococcus aureus strain 12593_1_75,hc10:17880,1
1280.24959,Staphylococcus aureus strain 12593_1_35,hc10:17881,1
1280.24960,Staphylococcus aureus strain 12593_1_76,hc10:17882,1
1280.24961,Staphylococcus aureus strain 12589_1_20,hc10:17883,1
1280.24962,Staphylococcus aureus strain 12589_1_21,hc10:14828,1
1280.24963,Staphylococcus aureus strain 12589_1_22,hc10:17884,1
1280.24964,Staphylococcus aureus strain 12589_1_50,hc10:17885,1
1280.24965,Staphylococcus aureus strain 12593_1_38,hc10:17886,1
1280.24966,Staphylococcus aureus strain 12593_1_37,hc10:17887,1
1280.24967,Staphylococcus aureus strain 12589_1_23,hc10:17888,1
1280.24968,Staphylococcus aureus strain 12589_1_24,hc10:17889,1
1280.24969,Staphylococcus aureus strain 12593_1_77,hc10:17890,1
1280.24970,Staphylococcus aureus strain 12593_1_78,hc10:17891,2
1280.24972,Staphylococcus aureus strain 12593_1_80,hc10:17893,1
1280.24973,Staphylococcus aureus strain 12589_1_51,hc10:17894,1
1280.24974,Staphylococcus aureus strain 12589_1_62,hc10:17895,1
1280.24975,Staphylococcus aureus strain 12755_8_70,hc10:17896,1
1280.24976,Staphylococcus aureus strain 12593_1_40,hc10:17897,1
1280.24977,Staphylococcus aureus strain 12593_1_41,hc10:17898,1
1280.24978,Staphylococcus aureus strain 12593_1_42,hc10:17899,1
1280.24979,Staphylococcus aureus strain 12589_1_28,hc10:17900,1
1280.24980,Staphylococcus aureus strain 12593_1_44,hc10:17901,1
1280.24982,Staphylococcus aureus strain 12589_1_63,hc10:17903,1
1280.24983,Staphylococcus aureus strain 12593_1_46,hc10:17904,1
1280.24984,Staphylococcus aureus strain 12589_1_29,hc10:18106,1
1280.24985,Staphylococcus aureus strain 12593_1_81,hc10:18107,1
1280.24986,Staphylococcus aureus strain 12589_1_54,hc10:18108,1
1280.24987,Staphylococcus aureus strain 12589_1_52,hc10:12710,1
1280.24988,Staphylococcus aureus strain 12589_1_31,hc10:12711,1
1280.24989,Staphylococcus aureus strain 12589_1_32,hc10:12712,1
1280.24990,Staphylococcus aureus strain 12593_1_83,hc10:12713,1
1280.24991,Staphylococcus aureus strain 12589_1_35,hc10:12714,1
1280.24992,Staphylococcus aureus strain 12593_1_47,hc10:12715,1
1280.24993,Staphylococcus aureus strain 12593_1_84,hc10:18109,1
1280.24994,Staphylococcus aureus strain 12593_1_48,hc10:18110,1
1280.24995,Staphylococcus aureus strain 12593_1_49,hc10:18111,1
1280.24996,Staphylococcus aureus strain 12593_1_50,hc10:18112,1
1280.24997,Staphylococcus aureus strain 12593_1_51,hc10:18113,1
1280.24998,Staphylococcus aureus strain 12593_1_53,hc10:18114,1
1280.24999,Staphylococcus aureus strain 12593_1_86,hc10:18115,1
1280.25000,Staphylococcus aureus strain 12593_1_52,hc10:18116,1
1280.25001,Staphylococcus aureus strain 12593_1_87,hc10:18117,1
1280.25002,Staphylococcus aureus strain 12589_1_55,hc10:18118,1
1280.25003,Staphylococcus aureus strain 12593_1_88,hc10:18119,1
1280.25004,Staphylococcus aureus strain 12589_1_36,hc10:18120,1
1280.25005,Staphylococcus aureus strain 12593_1_89,hc10:18121,1
1280.25006,Staphylococcus aureus strain 12593_1_91,hc10:18122,1
1280.25007,Staphylococcus aureus strain 12593_1_90,hc10:18123,1
1280.25008,Staphylococcus aureus strain 12589_1_53,hc10:18124,1
1280.25009,Staphylococcus aureus strain 12589_1_37,hc10:18090,2
1280.25010,Staphylococcus aureus strain 12593_1_92,hc10:18126,1
1280.25011,Staphylococcus aureus strain 12589_1_39,hc10:12716,1
1280.25012,Staphylococcus aureus strain 12589_1_38,hc10:18127,1
1280.25013,Staphylococcus aureus strain 12593_1_93,hc10:18128,1
1280.25014,Staphylococcus aureus strain 12589_1_40,hc10:18129,1
1280.25015,Staphylococcus aureus strain 12593_1_95,hc10:18130,1
1280.25016,Staphylococcus aureus strain 12589_1_1,hc10:18131,1
1280.25017,Staphylococcus aureus strain 12589_1_42,hc10:18132,1
1280.25018,Staphylococcus aureus strain 12589_1_2,hc10:18133,1
1280.25019,Staphylococcus aureus strain 12589_1_43,hc10:18134,1
1280.25020,Staphylococcus aureus strain 12589_1_44,hc10:18135,1
1280.25021,Staphylococcus aureus strain 12589_1_3,hc10:18136,1
1280.25022,Staphylococcus aureus strain 12593_1_57,hc10:18137,1
1280.25023,Staphylococcus aureus strain 12589_1_45,hc10:14211,1
1280.25024,Staphylococcus aureus strain 12593_1_58,hc10:14212,1
1280.25025,Staphylococcus aureus strain 12589_1_48,hc10:14213,1
1280.25026,Staphylococcus aureus strain 12589_1_47,hc10:14214,1
1280.25027,Staphylococcus aureus strain 12589_1_46,hc10:14577,1
1280.25028,Staphylococcus aureus strain 12589_1_4,hc10:14215,1
1280.25029,Staphylococcus aureus strain 12589_1_5,hc10:14216,1
1280.25030,Staphylococcus aureus strain 12589_1_61,hc10:14217,1
1280.25031,Staphylococcus aureus strain 12593_1_59,hc10:14218,2
1280.25032,Staphylococcus aureus strain 12589_1_58,hc10:14219,1
1280.25033,Staphylococcus aureus strain 12589_1_59,hc10:12717,1
1280.25034,Staphylococcus aureus strain 12593_1_61,hc10:14578,1
1280.25035,Staphylococcus aureus strain 12593_1_62,hc10:18138,1
1280.25036,Staphylococcus aureus strain 12593_1_63,hc10:12718,1
1280.25037,Staphylococcus aureus strain 12589_1_60,hc10:18139,1
1280.25038,Staphylococcus aureus strain 12589_1_65,hc10:12719,1
1280.25039,Staphylococcus aureus strain 12589_1_67,hc10:18140,1
1280.25040,Staphylococcus aureus strain 12589_1_66,hc10:18141,1
1280.25041,Staphylococcus aureus strain 12589_1_68,hc10:18142,1
1280.25042,Staphylococcus aureus strain 12589_1_69,hc10:18143,1
1280.25043,Staphylococcus aureus strain 12589_1_71,hc10:14220,1
1280.25044,Staphylococcus aureus strain 12589_1_70,hc10:14221,1
1280.25045,Staphylococcus aureus strain 12589_1_72,hc10:14222,1
1280.25046,Staphylococcus aureus strain 12589_1_73,hc10:14223,1
1280.25047,Staphylococcus aureus strain 12589_1_74,hc10:14224,1
1280.25048,Staphylococcus aureus strain 12755_8_71,hc10:14225,1
1280.25050,Staphylococcus aureus strain 12589_1_77,hc10:14829,2
1280.25051,Staphylococcus aureus strain 12589_1_78,hc10:18144,1
1280.25052,Staphylococcus aureus strain 12589_1_80,hc10:18145,1
1280.25053,Staphylococcus aureus strain 12589_1_81,hc10:18103,4
1280.25054,Staphylococcus aureus strain 12589_1_82,hc10:18147,1
1280.25055,Staphylococcus aureus strain 12589_1_83,hc10:14226,1
1280.25056,Staphylococcus aureus strain 12589_1_84,hc10:18148,1
1280.25057,Staphylococcus aureus strain 12589_1_86,hc10:18149,1
1280.25058,Staphylococcus aureus strain 12589_1_85,hc10:18150,1
1280.25059,Staphylococcus aureus strain 12589_1_87,hc10:18151,1
1280.25060,Staphylococcus aureus strain 12589_1_88,hc10:18152,1
1280.25061,Staphylococcus aureus strain 12593_2_77,hc10:14831,1
1280.25062,Staphylococcus aureus strain 12589_1_89,hc10:14832,1
1280.25063,Staphylococcus aureus strain 12755_8_73,hc10:14833,1
1280.25064,Staphylococcus aureus strain 12589_1_90,hc10:18500,1
1280.25065,Staphylococcus aureus strain 12589_1_91,hc10:12720,1
1280.25066,Staphylococcus aureus strain 12593_2_78,hc10:14227,1
1280.25067,Staphylococcus aureus strain 12589_1_92,hc10:14228,1
1280.25068,Staphylococcus aureus strain 12589_1_94,hc10:14229,1
1280.25070,Staphylococcus aureus strain 12593_2_3,hc10:12721,1
1280.25071,Staphylococcus aureus strain 12593_2_2,hc10:14231,1
1280.25072,Staphylococcus aureus strain 12593_2_7,hc10:14232,1
1280.25073,Staphylococcus aureus strain 12593_2_8,hc10:14834,1
1280.25074,Staphylococcus aureus strain 12593_2_9,hc10:18501,1
1280.25075,Staphylococcus aureus strain 12593_2_10,hc10:14233,1
1280.25076,Staphylococcus aureus strain 12593_2_11,hc10:12722,1
1280.25077,Staphylococcus aureus strain 12593_2_13,hc10:12723,1
1280.25078,Staphylococcus aureus strain 12593_2_12,hc10:18502,1
1280.25079,Staphylococcus aureus strain 12593_2_14,hc10:18503,1
1280.25080,Staphylococcus aureus strain 12593_2_15,hc10:12724,1
1280.25081,Staphylococcus aureus strain 12593_2_16,hc10:14234,1
1280.25082,Staphylococcus aureus strain 12593_2_17,hc10:18504,1
1280.25083,Staphylococcus aureus strain 12593_2_20,hc10:18505,1
1280.25084,Staphylococcus aureus strain 12593_2_18,hc10:18506,1
1280.25085,Staphylococcus aureus strain 12593_2_21,hc10:14835,1
1280.25086,Staphylococcus aureus strain 12593_2_22,hc10:18507,1
1280.25088,Staphylococcus aureus strain 12593_2_79,hc10:18509,1
1280.25089,Staphylococcus aureus strain 12593_2_26,hc10:14235,1
1280.25090,Staphylococcus aureus strain 12593_2_27,hc10:14236,1
1280.25091,Staphylococcus aureus strain 12593_2_80,hc10:18510,1
1280.25092,Staphylococcus aureus strain 12593_2_28,hc10:18511,1
1280.25093,Staphylococcus aureus strain 12593_2_74,hc10:14237,1
1280.25094,Staphylococcus aureus strain 12593_2_34,hc10:14836,1
1280.25095,Staphylococcus aureus strain 12593_2_31,hc10:14238,1
1280.25096,Staphylococcus aureus strain 12593_2_29,hc10:14837,1
1280.25097,Staphylococcus aureus strain 12593_2_30,hc10:14838,1
1280.25098,Staphylococcus aureus strain 12593_2_40,hc10:14839,1
1280.25099,Staphylococcus aureus strain 12593_2_42,hc10:18512,1
1280.25100,Staphylococcus aureus strain 12593_2_43,hc10:14239,1
1280.25101,Staphylococcus aureus strain 12593_2_37,hc10:14240,1
1280.25102,Staphylococcus aureus strain 12593_2_38,hc10:18513,1
1280.25103,Staphylococcus aureus strain 12593_2_45,hc10:18514,1
1280.25104,Staphylococcus aureus strain 12593_2_46,hc10:18412,2
1280.25105,Staphylococcus aureus strain 12593_2_51,hc10:14840,1
1280.25106,Staphylococcus aureus strain 12593_2_52,hc10:14841,1
1280.25108,Staphylococcus aureus strain 12593_2_49,hc10:14843,1
1280.25109,Staphylococcus aureus strain 12593_2_48,hc10:18516,1
1280.25110,Staphylococcus aureus strain 12593_2_54,hc10:18517,1
1280.25111,Staphylococcus aureus strain 12593_2_47,hc10:12955,1
1280.25112,Staphylococcus aureus strain 12593_2_81,hc10:18518,1
1280.25113,Staphylococcus aureus strain 12593_2_56,hc10:14241,1
1280.25114,Staphylococcus aureus strain 12593_2_61,hc10:18519,1
1280.25115,Staphylococcus aureus strain 12593_2_62,hc10:14844,1
1280.25116,Staphylococcus aureus strain 12593_2_50,hc10:14845,1
1280.25117,Staphylococcus aureus strain 12593_2_55,hc10:14846,2
1280.25118,Staphylococcus aureus strain 12593_2_58,hc10:14847,1
1280.25119,Staphylococcus aureus strain 12593_2_57,hc10:14242,1
1280.25120,Staphylococcus aureus strain 12593_2_82,hc10:12956,1
1280.25121,Staphylococcus aureus strain 12593_2_64,hc10:12957,1
1280.25122,Staphylococcus aureus strain 12593_2_59,hc10:12725,1
1280.25123,Staphylococcus aureus strain 12593_2_60,hc10:14848,1
1280.25124,Staphylococcus aureus strain 12593_2_69,hc10:18478,2
1280.25125,Staphylococcus aureus strain 12593_2_70,hc10:12958,1
1280.25126,Staphylococcus aureus strain 12593_2_71,hc10:14243,1
1280.25127,Staphylococcus aureus strain 12593_2_83,hc10:14244,1
1280.25128,Staphylococcus aureus strain 12593_2_65,hc10:18521,1
1280.25129,Staphylococcus aureus strain 12593_2_72,hc10:14245,1
1280.25130,Staphylococcus aureus strain 12593_2_66,hc10:14849,1
1280.25131,Staphylococcus aureus strain 12593_2_68,hc10:14246,1
1280.25132,Staphylococcus aureus strain 12593_2_67,hc10:14247,1
1280.25133,Staphylococcus aureus strain 12593_2_84,hc10:14248,1
1280.25134,Staphylococcus aureus strain 12593_2_91,hc10:14249,1
1280.25135,Staphylococcus aureus strain 12593_2_95,hc10:14850,1
1280.25136,Staphylococcus aureus strain 12593_2_93,hc10:12959,1
1280.25137,Staphylococcus aureus strain 12593_2_92,hc10:12726,1
1280.25138,Staphylococcus aureus strain 12673_8_44,hc10:12727,1
1280.25139,Staphylococcus aureus strain 12673_8_71,hc10:12960,1
1280.25140,Staphylococcus aureus strain 12673_8_61,hc10:14250,1
1280.25141,Staphylococcus aureus strain 12673_8_60,hc10:12961,1
1280.25142,Staphylococcus aureus strain 12673_8_70,hc10:12728,1
1280.25143,Staphylococcus aureus strain 12673_8_78,hc10:12729,1
1280.25144,Staphylococcus aureus strain 12673_8_77,hc10:12730,1
1280.25145,Staphylococcus aureus strain 12673_8_62,hc10:14251,1
1280.25146,Staphylococcus aureus strain 12673_8_63,hc10:12962,1
1280.25147,Staphylococcus aureus strain 12673_8_66,hc10:14252,1
1280.25148,Staphylococcus aureus strain 12673_8_55,hc10:14253,1
1280.25149,Staphylococcus aureus strain 12673_8_79,hc10:14842,2
1280.25150,Staphylococcus aureus strain 12673_8_52,hc10:14852,1
1280.25151,Staphylococcus aureus strain 12673_8_56,hc10:14853,1
1280.25152,Staphylococcus aureus strain 12673_8_51,hc10:14854,1
1280.25153,Staphylococcus aureus strain 12673_8_69,hc10:14855,1
1280.25154,Staphylococcus aureus strain 12673_8_81,hc10:14856,1
1280.25155,Staphylococcus aureus strain 12673_8_68,hc10:14857,1
1280.25156,Staphylococcus aureus strain 12673_8_76,hc10:14254,1
1280.25157,Staphylococcus aureus strain 12673_8_80,hc10:12963,1
1280.25158,Staphylococcus aureus strain 12673_8_54,hc10:12731,1
1280.25159,Staphylococcus aureus strain 12673_8_57,hc10:14255,1
1280.25160,Staphylococcus aureus strain 12673_8_48,hc10:14256,3
1280.25161,Staphylococcus aureus strain 12673_8_53,hc10:14257,1
1280.25162,Staphylococcus aureus strain 12673_8_50,hc10:14258,1
1280.25163,Staphylococcus aureus strain 12673_8_47,hc10:14259,1
1280.25164,Staphylococcus aureus strain 12673_8_58,hc10:14260,1
1280.25165,Staphylococcus aureus strain 12673_8_46,hc10:14261,1
