bioproject_accession,biosample_accession,checkm_completeness,checkm_contamination,coarse_consistency,contig_l50,contig_n50,contigs,fine_consistency,genome_id,genome_length,genome_name,genome_quality,mlst,cgmlst_hc0,cgmlst_hc2,cgmlst_hc5,cgmlst_hc10,cgmlst_hc20,cgmlst_hc50,cgmlst_hc100,assembly_accession,collection_date,genome_quality_flags
PRJEB9575,SAMEA3449063,100.0,0.0,99.9,4,246017,27,99.6,1280.11202,2790813,Staphylococcus aureus strain 3688STDY6125055,Good,MLST.saureus.121,7292,7292,7292,7285,7274,7274,6651,GCF_900126925.1,2015,
PRJEB9575,SAMEA3449062,100.0,0.0,99.9,5,230477,37,99.6,1280.11203,2800266,Staphylococcus aureus strain 3688STDY6125054,Good,MLST.saureus.121,7293,7293,7293,7285,7274,7274,6651,GCF_900126845.1,2015,
PRJEB9575,SAMEA3449106,100.0,0.0,99.9,4,302596,36,99.6,1280.11204,2801380,Staphylococcus aureus strain 3688STDY6125104,Good,MLST.saureus.121,6996,6996,6996,6996,6971,6651,6651,GCF_900126765.1,2015,
PRJEB9575,SAMEA3449103,100.0,0.6,100.0,2,949491,16,100.0,1280.11205,2753286,Staphylococcus aureus strain 3688STDY6125101,Good,MLST.saureus.25,7294,7294,7294,7294,7270,7270,7270,GCF_900126755.1,2015,
PRJEB9575,SAMEA3449060,100.0,0.0,99.9,4,302614,36,99.6,1280.11206,2795913,Staphylococcus aureus strain 3688STDY6125052,Good,MLST.saureus.121,7295,7295,7295,7274,7274,7274,6651,GCF_900126715.1,2015,
PRJEB9575,SAMEA3449059,100.0,1.2,99.9,4,302612,28,99.4,1280.11207,2796255,Staphylococcus aureus strain 3688STDY6125051,Good,MLST.saureus.121,6997,6997,6997,6997,6997,6651,6651,GCF_900126635.1,2015,
PRJEB9575,SAMEA3449058,100.0,0.0,99.9,3,297625,27,99.8,1280.11208,2772624,Staphylococcus aureus strain 3688STDY6125050,Good,MLST.saureus.779,7296,7296,7296,7296,6652,6652,652,GCF_900126575.1,2015,
PRJEB9575,SAMEA3449068,100.0,0.6,100.0,1,1418902,11,99.9,1280.11209,2798236,Staphylococcus aureus strain 3688STDY6125060,Good,MLST.saureus.1,6681,6681,6681,6681,6681,6681,6681,GCF_900126535.1,2015,
PRJEB9575,SAMEA3449057,100.0,0.0,100.0,2,672775,18,100.0,1280.11210,2748176,Staphylococcus aureus strain 3688STDY6125049,Good,,7297,7297,7297,7297,7271,604,63,GCF_900126505.1,2015,
PRJEB9575,SAMEA3449067,100.0,0.6,100.0,1,1442487,19,99.8,1280.11211,2835793,Staphylococcus aureus strain 3688STDY6125059,Good,MLST.saureus.188,7298,7298,7298,7298,7298,7298,23,GCF_900126515.1,2015,
PRJEB9575,SAMEA3448891,100.0,0.0,100.0,4,214079,33,99.8,1280.11212,2775071,Staphylococcus aureus strain 3688STDY6124880,Good,MLST.saureus.291,6998,6998,6998,6998,6998,2828,831,GCF_900126495.1,2015,
PRJEB9575,SAMEA3448968,100.0,0.0,100.0,3,437303,23,100.0,1280.11213,2746053,Staphylococcus aureus strain 3688STDY6124958,Good,MLST.saureus.15,7299,7299,7299,7299,7299,7299,2,GCF_900126485.1,2015,
PRJEB9575,SAMEA3448966,100.0,0.0,99.9,3,228816,33,99.6,1280.11214,2800896,Staphylococcus aureus strain 3688STDY6124956,Good,MLST.saureus.121,7300,7300,7300,7285,7274,7274,6651,GCF_900126465.1,2015,
PRJEB9575,SAMEA3448965,100.0,0.0,99.9,5,237078,40,99.9,1280.11215,3004009,Staphylococcus aureus strain 3688STDY6124955,Good,MLST.saureus.239,7301,7301,7301,7301,7301,7301,1353,GCF_900126455.1,2015,
PRJEB9575,SAMEA3448962,100.0,0.0,99.9,4,302643,32,99.6,1280.11216,2790142,Staphylococcus aureus strain 3688STDY6124952,Good,MLST.saureus.121,7302,7302,7302,7274,7274,7274,6651,GCF_900126425.1,2015,
PRJEB9575,SAMEA3448957,100.0,0.0,100.0,3,435648,20,100.0,1280.11217,2695670,Staphylococcus aureus strain 3688STDY6124947,Good,MLST.saureus.15,7303,7303,7303,7303,7303,7303,2,GCF_900126395.1,2015,
PRJEB9575,SAMEA3448956,100.0,0.0,99.9,5,230571,31,99.6,1280.11218,2796159,Staphylococcus aureus strain 3688STDY6124946,Good,MLST.saureus.121,7304,7304,7304,7304,7304,7274,6651,GCF_900126385.1,2015,
PRJEB9575,SAMEA3448955,100.0,0.6,100.0,4,175022,53,100.0,1280.11219,2984688,Staphylococcus aureus strain 3688STDY6124945,Good,MLST.saureus.241,7305,7305,7305,7305,7305,7305,1353,GCF_900126375.1,2015,
PRJEB9575,SAMEA3448954,100.0,0.0,100.0,3,465150,19,100.0,1280.11220,2719434,Staphylococcus aureus strain 3688STDY6124944,Good,MLST.saureus.72,6682,6682,6682,6682,6682,6682,1041,GCF_900126365.1,2015,
PRJEB9575,SAMEA3448953,100.0,0.0,99.9,4,302551,29,99.6,1280.11221,2798819,Staphylococcus aureus strain 3688STDY6124943,Good,MLST.saureus.121,7306,7306,7306,7274,7274,7274,6651,GCF_900126355.1,2015,
PRJEB9575,SAMEA3448952,100.0,0.0,100.0,2,672550,20,100.0,1280.11222,2786000,Staphylococcus aureus strain 3688STDY6124942,Good,MLST.saureus.1179,7307,7307,7307,7307,7272,604,63,GCF_900126345.1,2015,
PRJEB9575,SAMEA3448948,100.0,0.0,99.9,5,158734,52,99.8,1280.11223,3045411,Staphylococcus aureus strain 3688STDY6124938,Good,MLST.saureus.239,7308,7308,7308,7308,7308,7308,1353,GCF_900126315.1,2015,
PRJEB9575,SAMEA3448942,100.0,0.6,100.0,1,1370665,12,100.0,1280.11224,2741155,Staphylococcus aureus strain 3688STDY6124932,Good,MLST.saureus.25,6999,6999,6999,6999,6999,6999,6999,GCF_900126255.1,2015,
PRJEB9575,SAMEA3448888,100.0,0.0,100.0,2,672615,18,99.9,1280.11225,2743205,Staphylococcus aureus strain 3688STDY6124877,Good,MLST.saureus.97,6683,6683,6683,6683,6683,6668,63,GCF_900126245.1,2015,
PRJEB9575,SAMEA3448935,100.0,0.6,99.9,2,941391,19,99.7,1280.11226,2784752,Staphylococcus aureus strain 3688STDY6124925,Good,MLST.saureus.88,7000,7000,7000,7000,7000,6981,2612,GCF_900126185.1,2015,
PRJEB9575,SAMEA3448931,100.0,0.0,99.9,1,1357377,8,99.9,1280.11229,2680066,Staphylococcus aureus strain 3688STDY6124921,Good,MLST.saureus.2968,7001,7001,7001,7001,7001,7001,6660,GCF_900126145.1,2015,
PRJEB9575,SAMEA3448930,100.0,0.6,99.9,2,945307,17,99.7,1280.11230,2769195,Staphylococcus aureus strain 3688STDY6124920,Good,MLST.saureus.88,6684,6684,6684,6684,6684,6664,2612,GCF_900126135.1,2015,
PRJEB9575,SAMEA3448926,100.0,0.0,100.0,1,1403275,15,100.0,1280.11231,2783400,Staphylococcus aureus strain 3688STDY6124916,Good,MLST.saureus.7,7002,7002,7002,7002,7002,7002,10,GCF_900126115.1,2015,
PRJEB9575,SAMEA3448922,100.0,0.0,100.0,2,672607,20,100.0,1280.11232,2750451,Staphylococcus aureus strain 3688STDY6124912,Good,MLST.saureus.97,6685,6685,6685,6685,6683,6668,63,GCF_900126075.1,2015,
PRJEB9575,SAMEA3448886,100.0,0.6,100.0,2,429326,17,100.0,1280.11233,2795427,Staphylococcus aureus strain 3688STDY6124875,Good,MLST.saureus.6,6686,6686,6686,6686,6686,6686,24,GCF_900126065.1,2015,
PRJEB9575,SAMEA3448921,100.0,0.0,100.0,3,313353,25,100.0,1280.11234,2779010,Staphylococcus aureus strain 3688STDY6124911,Good,MLST.saureus.1156,7003,7003,7003,7003,7003,7003,4084,GCF_900126055.1,2015,
PRJEB9575,SAMEA3448920,100.0,0.0,100.0,1,2062494,13,99.9,1280.11235,2812775,Staphylococcus aureus strain 3688STDY6124910,Good,MLST.saureus.1,7004,7004,7004,7004,7004,7004,7004,GCF_900126045.1,2015,
PRJEB9575,SAMEA3448917,100.0,0.6,100.0,3,474346,15,100.0,1280.11236,2687092,Staphylococcus aureus strain 3688STDY6124906,Good,MLST.saureus.5,7005,7005,7005,7005,7005,7005,6968,GCF_900126025.1,2015,
PRJEB9575,SAMEA3448916,100.0,0.0,99.9,4,302592,35,99.6,1280.11237,2795262,Staphylococcus aureus strain 3688STDY6124905,Good,MLST.saureus.121,6687,6687,6655,6655,6654,6654,6651,GCF_900126015.1,2015,
PRJEB9575,SAMEA3448915,100.0,0.6,99.9,2,941402,16,99.7,1280.11238,2765497,Staphylococcus aureus strain 3688STDY6124904,Good,MLST.saureus.88,7309,7309,7309,7309,7309,7309,2612,GCF_900126005.1,2015,
PRJEB9575,SAMEA3448914,100.0,0.6,100.0,2,851413,14,99.9,1280.11239,2739185,Staphylococcus aureus strain 3688STDY6124903,Good,,6688,6688,6688,6688,6688,6688,24,GCF_900125995.1,2015,
PRJEB9575,SAMEA3448912,100.0,1.2,99.9,4,302582,33,99.5,1280.11241,2799483,Staphylococcus aureus strain 3688STDY6124901,Good,MLST.saureus.121,7310,7310,7310,7310,7274,7274,6651,GCF_900125975.1,2015,
PRJEB9575,SAMEA3448885,100.0,0.0,99.9,4,302600,31,99.6,1280.11242,2794649,Staphylococcus aureus strain 3688STDY6124874,Good,MLST.saureus.121,7006,7006,7006,6983,6971,6651,6651,GCF_900125965.1,2015,
PRJEB9575,SAMEA3448910,100.0,0.0,100.0,2,549795,24,99.8,1280.11243,2709736,Staphylococcus aureus strain 3688STDY6124899,Good,MLST.saureus.1292,7007,7007,7007,7007,7007,7007,6679,GCF_900125945.1,2015,
PRJEB9575,SAMEA3448908,100.0,0.0,99.9,1,1356516,9,99.9,1280.11244,2678096,Staphylococcus aureus strain 3688STDY6124897,Good,MLST.saureus.2968,7311,7311,7311,7311,7311,7311,6660,GCF_900125925.1,2015,
PRJEB9575,SAMEA3448906,100.0,0.0,100.0,2,593811,16,99.9,1280.11245,2748329,Staphylococcus aureus strain 3688STDY6124895,Good,MLST.saureus.72,7008,7008,7008,7008,7008,7008,7008,GCF_900125915.1,2015,
PRJEB9575,SAMEA3448884,100.0,0.0,99.9,3,302580,31,99.4,1280.11246,2799366,Staphylococcus aureus strain 3688STDY6124873,Good,MLST.saureus.121,7009,7009,6994,6983,6971,6651,6651,GCF_900125905.1,2015,
PRJEB9575,SAMEA3448900,100.0,0.0,100.0,1,1449469,11,100.0,1280.11248,2834143,Staphylococcus aureus strain 3688STDY6124889,Good,MLST.saureus.1153,6689,6689,6689,6689,6689,6689,6689,GCF_900125885.1,2015,
PRJEB9575,SAMEA3448899,100.0,1.2,100.0,3,422057,22,99.8,1280.11249,2775700,Staphylococcus aureus strain 3688STDY6124888,Good,MLST.saureus.6,7312,7312,7312,7312,7312,7312,7312,GCF_900125875.1,2015,
PRJEB9575,SAMEA3448897,100.0,0.0,99.9,4,302551,35,99.6,1280.11250,2842678,Staphylococcus aureus strain 3688STDY6124886,Good,MLST.saureus.121,7010,7010,6971,6971,6971,6651,6651,GCF_900125865.1,2015,
PRJEB9575,SAMEA3448896,100.0,0.0,99.9,4,302637,29,99.6,1280.11251,2797173,Staphylococcus aureus strain 3688STDY6124885,Good,MLST.saureus.121,7011,7011,7011,6983,6971,6651,6651,GCF_900125855.1,2015,
PRJEB9575,SAMEA3448895,100.0,0.0,99.9,4,302583,32,99.6,1280.11252,2796468,Staphylococcus aureus strain 3688STDY6124884,Good,MLST.saureus.2969,7012,7012,7006,6983,6971,6651,6651,GCF_900125845.1,2015,
PRJEB9575,SAMEA3449405,100.0,0.0,100.0,3,329798,20,100.0,1280.11254,2687532,Staphylococcus aureus strain 3688STDY6124870,Good,MLST.saureus.15,7013,7013,7013,7013,7013,7013,2,GCF_900125825.1,2015,
PRJEB9575,SAMEA3449404,100.0,0.6,100.0,2,784265,18,99.9,1280.11255,2721409,Staphylococcus aureus strain 3688STDY6124869,Good,MLST.saureus.6,7014,7014,7014,7014,7014,7014,7014,GCF_900125815.1,2015,
PRJEB9575,SAMEA3449403,100.0,0.6,100.0,2,783740,19,99.9,1280.11256,2721120,Staphylococcus aureus strain 3688STDY6124868,Good,MLST.saureus.6,7014,7014,7014,7014,7014,7014,7014,GCF_900125805.1,2015,
PRJEB9575,SAMEA3449401,100.0,0.0,100.0,2,626178,22,100.0,1280.11257,2778263,Staphylococcus aureus strain 3688STDY6124866,Good,MLST.saureus.12,7016,7016,7016,7016,7016,7016,7016,GCF_900125795.1,2015,
PRJEB9575,SAMEA3449400,100.0,0.0,100.0,2,988907,24,99.9,1280.11258,2816131,Staphylococcus aureus strain 3688STDY6124865,Good,MLST.saureus.1,7017,7017,7017,7017,7017,7017,7017,GCA_900125785.1,2015,
PRJEB9575,SAMEA3449398,100.0,0.0,100.0,3,313340,23,100.0,1280.11259,2777550,Staphylococcus aureus strain 3688STDY6124863,Good,MLST.saureus.1156,6690,6690,6690,6690,6690,6690,4084,GCF_900125775.1,2015,
PRJEB9575,SAMEA3449396,100.0,0.0,100.0,2,1033046,14,99.9,1280.11261,2738662,Staphylococcus aureus strain 3688STDY6124861,Good,MLST.saureus.188,7018,7018,7018,7018,7018,7018,23,GCF_900125755.1,2015,
PRJEB9575,SAMEA3449397,100.0,0.0,99.9,2,1036411,12,99.8,1280.11262,2735339,Staphylococcus aureus strain 3688STDY6124862,Good,MLST.saureus.5495,7019,7019,7019,7019,7019,7001,6660,GCF_900125745.1,2015,
PRJEB9575,SAMEA3448881,100.0,0.0,100.0,3,329060,20,100.0,1280.11263,2725902,Staphylococcus aureus strain 3688STDY6124860,Good,MLST.saureus.15,7020,7020,7020,7020,7020,7020,2,GCF_900125735.1,2015,
PRJEB9575,SAMEA3448880,100.0,0.0,99.9,2,1033558,13,99.9,1280.11264,2794001,Staphylococcus aureus strain 3688STDY6124859,Good,MLST.saureus.1155,7021,7021,7021,7021,7021,7001,6660,GCF_900125725.1,2015,
PRJEB9575,SAMEA3448879,100.0,0.0,100.0,2,672513,20,100.0,1280.11265,2771338,Staphylococcus aureus strain 3688STDY6124858,Good,MLST.saureus.1179,7022,7022,7022,7022,7022,6993,63,GCF_900125715.1,2015,
PRJEB9575,SAMEA3448876,100.0,0.0,99.9,4,247996,28,99.6,1280.11266,2782953,Staphylococcus aureus strain 3688STDY6124855,Good,MLST.saureus.121,7023,7023,7023,7023,6997,6651,6651,GCF_900125695.1,2015,
PRJEB9575,SAMEA3448875,100.0,0.0,99.9,4,259729,31,99.6,1280.11267,2796177,Staphylococcus aureus strain 3688STDY6124854,Good,MLST.saureus.121,7024,7024,7024,7024,6971,6651,6651,GCF_900125685.1,2015,
PRJEB9575,SAMEA3448873,100.0,0.0,99.9,4,302580,31,99.6,1280.11268,2844417,Staphylococcus aureus strain 3688STDY6124852,Good,MLST.saureus.121,7025,7025,6971,6971,6971,6651,6651,GCF_900125675.1,2015,
PRJEB9575,SAMEA3448871,100.0,0.0,99.9,2,975687,17,99.9,1280.11269,2739760,Staphylococcus aureus strain 3688STDY6124850,Good,MLST.saureus.101,6691,6691,6691,6691,6691,6691,6691,GCF_900125665.1,2015,
PRJEB9575,SAMEA3448866,100.0,0.0,100.0,1,1400004,12,100.0,1280.11270,2757259,Staphylococcus aureus strain 3688STDY6124845,Good,MLST.saureus.1153,6692,6692,6692,6692,6692,6689,6689,GCF_900125625.1,2015,
PRJEB9575,SAMEA3448870,100.0,0.0,99.9,4,302592,32,99.6,1280.11271,2801060,Staphylococcus aureus strain 3688STDY6124849,Good,MLST.saureus.121,7026,7026,7026,6983,6971,6651,6651,GCF_900125655.1,2015,
PRJEB9575,SAMEA3448865,100.0,0.0,99.9,1,1355470,14,99.9,1280.11272,2694758,Staphylococcus aureus strain 3688STDY6124844,Good,MLST.saureus.101,6693,6693,6693,6691,6691,6691,6691,GCF_900125615.1,2015,
PRJEB9575,SAMEA3448868,100.0,0.0,100.0,2,671973,15,100.0,1280.11273,2721746,Staphylococcus aureus strain 3688STDY6124847,Good,MLST.saureus.97,6694,6694,6694,6694,6683,6668,63,GCF_900125635.1,2015,
PRJEB9575,SAMEA3448864,100.0,0.0,99.9,4,302533,36,99.6,1280.11274,2812935,Staphylococcus aureus strain 3688STDY6124843,Good,MLST.saureus.121,6695,6695,6695,6670,6654,6654,6651,GCF_900125605.1,2015,
PRJEB9575,SAMEA3448862,100.0,0.0,99.9,3,302578,32,99.6,1280.11275,2827945,Staphylococcus aureus strain 3688STDY6124841,Good,MLST.saureus.121,6696,6696,6655,6655,6654,6654,6651,GCF_900125595.1,2015,
PRJEB9575,SAMEA3448861,100.0,0.0,99.9,4,302560,28,99.6,1280.11276,2793558,Staphylococcus aureus strain 3688STDY6124840,Good,MLST.saureus.121,6697,6697,6697,6655,6654,6654,6651,GCF_900125585.1,2015,
PRJEB9575,SAMEA3448859,100.0,0.0,99.9,4,302582,35,99.6,1280.11277,2797263,Staphylococcus aureus strain 3688STDY6124838,Good,MLST.saureus.121,6698,6698,6655,6655,6654,6654,6651,GCF_900125575.1,2015,
PRJEB9575,SAMEA3448858,100.0,1.2,99.9,5,152542,42,99.6,1280.11278,2795347,Staphylococcus aureus strain 3688STDY6124837,Good,MLST.saureus.121,7313,7313,7313,7313,7274,7274,6651,GCF_900125565.1,2015,
PRJEB9575,SAMEA3448856,100.0,0.0,99.9,2,1028050,14,99.9,1280.11279,2736871,Staphylococcus aureus strain 3688STDY6124835,Good,MLST.saureus.101,6699,6699,6691,6691,6691,6691,6691,GCF_900125555.1,2015,
PRJEB9575,SAMEA3448857,100.0,0.0,100.0,2,672617,18,100.0,1280.11280,2739546,Staphylococcus aureus strain 3688STDY6124836,Good,MLST.saureus.97,6700,6700,6700,6700,6683,6668,63,GCF_900125545.1,2015,
PRJEB9575,SAMEA3448854,100.0,0.0,99.9,3,302646,27,99.5,1280.11281,2787623,Staphylococcus aureus strain 3688STDY6124833,Good,MLST.saureus.121,7027,7027,7006,6983,6971,6651,6651,GCF_900125535.1,2015,
PRJEB9575,SAMEA3448853,100.0,0.0,100.0,3,437165,17,100.0,1280.11282,2731838,Staphylococcus aureus strain 3688STDY6124832,Good,MLST.saureus.15,7028,7028,7028,7028,7028,7028,2,GCF_900125525.1,2015,
PRJEB9575,SAMEA3448855,100.0,0.6,99.9,4,228880,33,99.6,1280.11283,2804431,Staphylococcus aureus strain 3688STDY6124834,Good,MLST.saureus.121,7029,7029,6971,6971,6971,6651,6651,GCF_900125515.1,2015,
PRJEB9575,SAMEA3448852,100.0,0.6,100.0,2,848602,15,100.0,1280.11284,2753335,Staphylococcus aureus strain 3688STDY6124831,Good,MLST.saureus.6,7314,7314,7314,7314,7314,7314,7312,GCF_900125505.1,2015,
PRJEB9575,SAMEA3448850,100.0,0.0,99.9,4,302563,29,99.6,1280.11285,2795596,Staphylococcus aureus strain 3688STDY6124829,Good,MLST.saureus.121,7030,7030,7030,7030,6971,6651,6651,GCF_900125495.1,2015,
PRJEB9575,SAMEA3448847,100.0,0.0,100.0,2,730361,20,100.0,1280.11286,2812218,Staphylococcus aureus strain 3688STDY6124826,Good,MLST.saureus.1,6701,6701,6701,6701,6701,6701,6681,GCF_900125475.1,2015,
PRJEB9575,SAMEA3448846,100.0,0.0,99.9,5,174108,37,99.6,1280.11287,2793050,Staphylococcus aureus strain 3688STDY6124825,Good,MLST.saureus.121,6702,6702,6702,6702,6654,6654,6651,GCF_900125465.1,2015,
PRJEB9575,SAMEA3448845,100.0,0.0,99.9,4,302582,39,99.6,1280.11288,2797355,Staphylococcus aureus strain 3688STDY6124824,Good,MLST.saureus.121,6703,6703,6703,6670,6654,6654,6651,GCF_900125455.1,2015,
PRJEB9575,SAMEA3448841,100.0,0.0,99.9,4,302553,35,99.6,1280.11289,2800554,Staphylococcus aureus strain 3688STDY6124820,Good,MLST.saureus.121,6704,6704,6704,6670,6654,6654,6651,GCF_900125425.1,2015,
PRJEB9575,SAMEA3448840,100.0,0.0,100.0,2,972933,20,100.0,1280.11290,2777468,Staphylococcus aureus strain 3688STDY6124819,Good,MLST.saureus.12,7031,7031,7031,7031,7031,7031,7016,GCF_900125415.1,2015,
PRJEB9575,SAMEA3448839,100.0,0.0,99.9,5,230585,32,99.6,1280.11291,2795145,Staphylococcus aureus strain 3688STDY6124818,Good,MLST.saureus.121,6705,6705,6705,6670,6654,6654,6651,GCF_900125405.1,2015,
PRJEB9575,SAMEA3448838,100.0,0.0,99.9,6,190939,47,99.7,1280.11292,2964051,Staphylococcus aureus strain 3688STDY6124817,Good,MLST.saureus.239,7315,7315,7315,7315,7315,7315,1353,GCF_900125395.1,2015,
PRJEB9575,SAMEA3448836,100.0,0.6,99.9,2,942418,19,99.7,1280.11293,2757670,Staphylococcus aureus strain 3688STDY6124815,Good,MLST.saureus.88,7032,7032,7032,7032,7032,6981,2612,GCF_900125385.1,2015,
PRJEB9575,SAMEA3448835,100.0,0.0,99.9,4,263610,35,99.6,1280.11294,2842272,Staphylococcus aureus strain 3688STDY6124814,Good,MLST.saureus.121,7033,7033,6971,6971,6971,6651,6651,GCF_900125375.1,2015,
PRJEB9575,SAMEA3448833,100.0,0.6,99.9,4,228698,31,99.5,1280.11295,2801662,Staphylococcus aureus strain 3688STDY6124812,Good,MLST.saureus.121,7034,7034,7034,6971,6971,6651,6651,GCF_900125365.1,2015,
PRJEB9575,SAMEA3448978,100.0,0.0,99.9,4,230577,48,99.6,1280.11296,2818134,Staphylococcus aureus strain 3688STDY6124968,Good,MLST.saureus.121,7316,7316,7310,7310,7274,7274,6651,GCF_900125355.1,2015,
PRJEB9575,SAMEA3449056,100.0,0.0,100.0,2,1028429,13,100.0,1280.11297,2756526,Staphylococcus aureus strain 3688STDY6125048,Good,,7317,7317,7317,7317,7317,6967,10,GCF_900125345.1,2015,
PRJEB9575,SAMEA3449055,100.0,0.6,99.9,1,1373553,14,99.6,1280.11298,2740242,Staphylococcus aureus strain 3688STDY6125047,Good,MLST.saureus.88,7318,7318,7318,7318,7309,7309,2612,GCF_900125335.1,2015,
PRJEB9575,SAMEA3449054,100.0,0.0,100.0,2,1028586,16,100.0,1280.11299,2801626,Staphylococcus aureus strain 3688STDY6125046,Good,MLST.saureus.7,7319,7319,7319,7319,7319,6967,10,GCF_900125325.1,2015,
PRJEB9575,SAMEA3449053,100.0,0.0,99.9,4,302565,34,99.6,1280.11300,2844797,Staphylococcus aureus strain 3688STDY6125045,Good,MLST.saureus.121,7035,7035,6971,6971,6971,6651,6651,GCF_900125315.1,2015,
PRJEB9575,SAMEA3449051,100.0,0.0,100.0,3,313057,23,100.0,1280.11301,2755520,Staphylococcus aureus strain 3688STDY6125043,Good,MLST.saureus.1156,7320,7320,7320,7320,7320,7320,4084,GCF_900125305.1,2015,
PRJEB9575,SAMEA3449050,100.0,0.0,99.9,4,302612,31,99.6,1280.11302,2794024,Staphylococcus aureus strain 3688STDY6125042,Good,MLST.saureus.121,7321,7321,7295,7274,7274,7274,6651,GCF_900125295.1,2015,
PRJEB9575,SAMEA3449049,100.0,0.0,99.9,4,302608,33,99.7,1280.11303,2799823,Staphylococcus aureus strain 3688STDY6125041,Good,MLST.saureus.121,7036,7036,6971,6971,6971,6651,6651,GCF_900125285.1,2015,
PRJEB9575,SAMEA3448977,100.0,0.0,99.9,4,230557,32,99.6,1280.11304,2792074,Staphylococcus aureus strain 3688STDY6124967,Good,MLST.saureus.121,7322,7322,7322,7274,7274,7274,6651,GCF_900125275.1,2015,
PRJEB9575,SAMEA3449047,100.0,0.0,99.9,3,383572,28,99.6,1280.11305,2794374,Staphylococcus aureus strain 3688STDY6125039,Good,MLST.saureus.121,7323,7323,7274,7274,7274,7274,6651,GCF_900125265.1,2015,
PRJEB9575,SAMEA3449046,100.0,0.0,100.0,2,672685,15,100.0,1280.11306,2791288,Staphylococcus aureus strain 3688STDY6125038,Good,MLST.saureus.97,7324,7324,7324,7324,7271,604,63,GCF_900125255.1,2015,
PRJEB9575,SAMEA3449045,100.0,0.0,99.9,4,302591,32,99.6,1280.11307,2799250,Staphylococcus aureus strain 3688STDY6125037,Good,MLST.saureus.121,7325,7284,7280,7274,7274,7274,6651,GCF_900125245.1,2015,
PRJEB9575,SAMEA3449043,100.0,0.0,99.9,4,303424,32,99.5,1280.11308,2799344,Staphylococcus aureus strain 3688STDY6125035,Good,MLST.saureus.121,7326,7326,7326,7274,7274,7274,6651,GCF_900125225.1,2015,
PRJEB9575,SAMEA3449042,100.0,0.0,100.0,3,328626,21,100.0,1280.11309,2737390,Staphylococcus aureus strain 3688STDY6125034,Good,MLST.saureus.15,7327,7299,7299,7299,7299,7299,2,GCF_900125215.1,2015,
PRJEB9575,SAMEA3449041,100.0,0.0,99.9,4,302612,32,99.6,1280.11310,2800319,Staphylococcus aureus strain 3688STDY6125033,Good,MLST.saureus.121,7328,7284,7280,7274,7274,7274,6651,GCF_900125205.1,2015,
PRJEB9575,SAMEA3449040,100.0,0.0,100.0,3,458457,20,99.7,1280.11311,2780878,Staphylococcus aureus strain 3688STDY6125032,Good,MLST.saureus.508,7037,7037,7037,7037,7037,7037,7037,GCF_900125195.1,2015,
PRJEB9575,SAMEA3449039,100.0,0.0,100.0,2,420174,27,100.0,1280.11312,2779791,Staphylococcus aureus strain 3688STDY6125031,Good,MLST.Staphylococcus_aureus.1156,7038,7038,7038,7038,7038,7038,4084,GCF_900125185.1,2015,
PRJEB9575,SAMEA3449035,100.0,0.0,100.0,2,1020357,14,99.9,1280.11313,2745404,Staphylococcus aureus strain 3688STDY6125027,Good,MLST.saureus.188,7329,7329,7329,7329,7329,7329,7329,GCF_900125165.1,2015,
PRJEB9575,SAMEA3449037,100.0,0.0,100.0,3,385831,19,99.9,1280.11314,2723483,Staphylococcus aureus strain 3688STDY6125029,Good,MLST.saureus.2885,7039,7039,7039,7039,7039,7039,6716,GCF_900125155.1,2015,
PRJEB9575,SAMEA3449033,100.0,0.0,100.0,3,286949,20,99.9,1280.11315,2784530,Staphylococcus aureus strain 3688STDY6125025,Good,MLST.saureus.97,7040,7040,7040,7040,6993,6993,63,GCF_900125145.1,2015,
PRJEB9575,SAMEA3449034,100.0,0.0,100.0,3,342747,24,100.0,1280.11316,2735303,Staphylococcus aureus strain 3688STDY6125026,Good,MLST.saureus.15,7330,7330,7330,7330,7330,7330,2,GCF_900125135.1,2015,
PRJEB9575,SAMEA3449032,100.0,0.0,99.9,4,302611,32,99.6,1280.11317,2789258,Staphylococcus aureus strain 3688STDY6125024,Good,MLST.saureus.121,6706,6706,6706,6655,6654,6654,6651,GCF_900125125.1,2015,
PRJEB9575,SAMEA3449031,100.0,0.0,100.0,3,329260,20,100.0,1280.11318,2679859,Staphylococcus aureus strain 3688STDY6125023,Good,MLST.saureus.15,7331,7331,7331,7303,7303,7303,2,GCF_900125115.1,2015,
PRJEB9575,SAMEA3448975,100.0,0.0,99.9,3,383737,29,99.6,1280.11319,2793876,Staphylococcus aureus strain 3688STDY6124965,Good,MLST.saureus.121,6707,6707,6655,6655,6654,6654,6651,GCF_900125095.1,2015,
PRJEB9575,SAMEA3449027,100.0,0.0,99.9,5,230598,32,99.6,1280.11320,2801390,Staphylococcus aureus strain 3688STDY6125019,Good,MLST.saureus.121,6708,6708,6704,6670,6654,6654,6651,GCF_900125085.1,2015,
PRJEB9575,SAMEA3449028,100.0,0.6,100.0,2,638154,17,99.9,1280.11321,2756893,Staphylococcus aureus strain 3688STDY6125020,Good,MLST.saureus.6,6709,6709,6709,6709,6709,6709,24,GCF_900125075.1,2015,
